mode,omega_rad_per_s,period_s,rayleigh_damping_ratio,damping_percent,modal_mass_tonne,modal_load_tonne,Gamma_roof_normalized,effective_modal_mass_tonne,effective_modal_mass_ratio,cumulative_effective_mass_ratio,phi_floor_1_roof_norm,phi_floor_2_roof_norm,phi_floor_3_roof_norm,phi_floor_4_roof_norm,phi_floor_5_roof_norm
1,11.187365326219247,0.5616322631794289,0.05,5.0,63.63651561802103,79.65393472398455,1.2517016991016334,99.70296543414206,0.879530001431059,0.879530001431059,0.28462967654657056,0.546200349457203,0.7635211184333679,0.9189859472289951,1.0
2,32.65576217375096,0.19240663481528159,0.04012668728168188,4.012668728168188,75.35093597969444,-27.288221376879296,-0.3621484062816807,9.882385881898529,0.0871774959852104,0.9667074974162694,-0.830830026003773,-1.0881559212252216,-0.5943511444371405,0.30972146789057026,1.0
3,51.478583381261004,0.12205435531597714,0.05,5.0,109.16019037913401,17.310454346193566,0.15857845507662713,2.745065106893861,0.024215599875908378,0.9909230972921778,1.3097214678905713,0.37278559777179204,-1.203615623775566,-0.7153703234534297,1.0
4,66.13091591814496,0.09501131535750602,0.059713088267011355,5.971308826701136,213.30569205880684,-13.47505406595361,-0.06317250109874534,0.8512528677871074,0.007509329664999148,0.9984324269571769,-1.6825070656623604,1.397877389115791,0.5211085581132028,-1.8308300260037729,1.0
5,75.42571494304141,0.08330295989801893,0.0662729700399616,6.62729700399616,785.499718152557,11.814507401102826,0.015040753202165065,0.17769909002514017,0.0015675730428233506,1.0000000000000002,1.9189859472289958,-3.2287074151195663,3.5133370916661333,-2.682507065662362,1.0
