time_s,ag_g_unscaled,ag_g_after_scale,ag_m_per_s2_after_scale
13.290000000000001,0.03393907,0.03393907,0.33294227670000004
13.3,0.02832324,0.02832324,0.2778509844
13.31,0.02257448,0.02257448,0.22145564880000002
13.32,0.01729077,0.01729077,0.1696224537
13.33,0.0125922,0.0125922,0.123529482
13.34,0.008144884,0.008144884,0.07990131204
13.35,0.003382397,0.003382397,0.03318131457
13.36,-0.00199167,-0.00199167,-0.019538282700000003
13.370000000000001,-0.007260818,-0.007260818,-0.07122862458
13.38,-0.01088402,-0.01088402,-0.1067722362
13.39,-0.0113575,-0.0113575,-0.111417075
13.4,-0.007903208,-0.007903208,-0.07753047048
13.41,-0.0007279102,-0.0007279102,-0.007140799062
13.42,0.009141757,0.009141757,0.08968063617000001
13.43,0.02032053,0.02032053,0.1993443993
13.44,0.03147984,0.03147984,0.30881723040000003
13.450000000000001,0.04116317,0.04116317,0.4038106977
13.46,0.04769856,0.04769856,0.4679228736
13.47,0.04980914,0.04980914,0.4886276634
13.48,0.04712866,0.04712866,0.46233215460000004
13.49,0.04026511,0.04026511,0.3950007291
13.5,0.03049025,0.03049025,0.29910935250000004
13.51,0.01946989,0.01946989,0.1909996209
13.52,0.009390655,0.009390655,0.09212232555
13.530000000000001,0.002482032,0.002482032,0.02434873392
13.540000000000001,0.0001897827,0.0001897827,0.001861768287
13.55,0.002750941,0.002750941,0.02698673121
13.56,0.009307332,0.009307332,0.09130492692
13.57,0.01834052,0.01834052,0.1799205012
13.58,0.0278949,0.0278949,0.273648969
13.59,0.03581322,0.03581322,0.3513276882
13.6,0.04041749,0.04041749,0.39649557690000004
13.61,0.04102622,0.04102622,0.40246721820000003
13.620000000000001,0.03799226,0.03799226,0.3727040706
13.63,0.03233299,0.03233299,0.3171866319
13.64,0.02526317,0.02526317,0.24783169770000002
13.65,0.01782117,0.01782117,0.17482567770000002
13.66,0.01065536,0.01065536,0.10452908159999999
13.67,0.003985359,0.003985359,0.03909637179
13.68,-0.002298919,-0.002298919,-0.02255239539
13.69,-0.008466358,-0.008466358,-0.08305497198
13.700000000000001,-0.0147817,-0.0147817,-0.145008477
13.71,-0.02140222,-0.02140222,-0.2099557782
13.72,-0.0283464,-0.0283464,-0.278078184
13.73,-0.03552183,-0.03552183,-0.3484691523
13.74,-0.04278079,-0.04278079,-0.4196795499
13.75,-0.04975685,-0.04975685,-0.4881146985
13.76,-0.05513776,-0.05513776,-0.5409014256
13.77,-0.05686092,-0.05686092,-0.5578056252000001
13.780000000000001,-0.05319286,-0.05319286,-0.5218219566000001
13.790000000000001,-0.04369183,-0.04369183,-0.4286168523
13.8,-0.0295731,-0.0295731,-0.290112111
13.81,-0.01310241,-0.01310241,-0.1285346421
13.82,0.003372471,0.003372471,0.03308394051
13.83,0.01813469,0.01813469,0.1779013089
13.84,0.02954613,0.02954613,0.2898475353
13.85,0.03488149,0.03488149,0.34218741690000004
13.86,0.03124372,0.03124372,0.3065008932
13.870000000000001,0.01730807,0.01730807,0.1697921667
13.88,-0.004206015,-0.004206015,-0.04126100715
13.89,-0.02663344,-0.02663344,-0.2612740464
13.9,-0.0435074,-0.0435074,-0.426807594
13.91,-0.05126365,-0.05126365,-0.5028964065
13.92,-0.04927743,-0.04927743,-0.4834115883
13.93,-0.03905486,-0.03905486,-0.3831281766
13.94,-0.0232984,-0.0232984,-0.22855730400000002
13.950000000000001,-0.00498254,-0.00498254,-0.0488787174
13.96,0.01283812,0.01283812,0.1259419572
13.97,0.02708881,0.02708881,0.2657412261
13.98,0.0355484,0.0355484,0.34872980400000003
13.99,0.0377422,0.0377422,0.370250982
14.0,0.03528383,0.03528383,0.34613437230000005
14.01,0.0310442,0.0310442,0.304543602
14.02,0.02786123,0.02786123,0.2733186663
14.030000000000001,0.02753512,0.02753512,0.2701195272
14.040000000000001,0.02989102,0.02989102,0.29323090620000003
14.05,0.0324618,0.0324618,0.318450258
14.06,0.03184265,0.03184265,0.31237639650000004
14.07,0.02536179,0.02536179,0.2487991599
14.08,0.01204183,0.01204183,0.1181303523
14.09,-0.007249951,-0.007249951,-0.07112201931
14.1,-0.03011096,-0.03011096,-0.2953885176
14.11,-0.05350113,-0.05350113,-0.5248460853
14.120000000000001,-0.07485869,-0.07485869,-0.7343637489000001
14.13,-0.09261386,-0.09261386,-0.9085419666000001
14.14,-0.1051805,-0.1051805,-1.0318207050000001
14.15,-0.110449,-0.110449,-1.08350469
14.16,-0.1068064,-0.1068064,-1.0477707840000001
14.17,-0.09421174,-0.09421174,-0.9242171694000001
14.18,-0.07453999,-0.07453999,-0.7312373019
14.19,-0.05084073,-0.05084073,-0.49874756130000003
14.200000000000001,-0.02620453,-0.02620453,-0.2570664393
14.21,-0.003074982,-0.003074982,-0.03016557342
14.22,0.01639767,0.01639767,0.16086114270000001
14.23,0.03017258,0.03017258,0.29599300980000004
14.24,0.03687346,0.03687346,0.3617286426
14.25,0.03634481,0.03634481,0.3565425861
14.26,0.02967972,0.02967972,0.2911580532
14.27,0.01874716,0.01874716,0.1839096396
14.280000000000001,0.005531564,0.005531564,0.05426464284
14.290000000000001,-0.007664243,-0.007664243,-0.07518622383000001
14.3,-0.01812051,-0.01812051,-0.17776220310000002
14.31,-0.02361459,-0.02361459,-0.2316591279
14.32,-0.02301283,-0.02301283,-0.22575586230000003
14.33,-0.01651157,-0.01651157,-0.1619785017
14.34,-0.005397174,-0.005397174,-0.05294627694
14.35,0.008499533,0.008499533,0.08338041873
14.36,0.02336764,0.02336764,0.2292365484
14.370000000000001,0.0378444,0.0378444,0.37125356400000004
14.38,0.05082374,0.05082374,0.4985808894
14.39,0.06056216,0.06056216,0.5941147896
14.4,0.06500069,0.06500069,0.6376567689
14.41,0.06278806,0.06278806,0.6159508686000001
14.42,0.05400743,0.05400743,0.5298128883000001
14.43,0.04032983,0.04032983,0.3956356323
14.44,0.02432302,0.02432302,0.2386088262
14.450000000000001,0.008421479,0.008421479,0.08261470899000001
14.46,-0.006092449,-0.006092449,-0.05976692469
14.47,-0.01945755,-0.01945755,-0.1908785655
14.48,-0.03286794,-0.03286794,-0.3224344914
14.49,-0.04754003,-0.04754003,-0.46636769429999997
14.5,-0.06263695,-0.06263695,-0.6144684795
14.51,-0.07373541,-0.07373541,-0.7233443721
14.52,-0.07500112,-0.07500112,-0.7357609872
14.530000000000001,-0.06226935,-0.06226935,-0.6108623235
14.540000000000001,-0.03543316,-0.03543316,-0.3475992996
14.55,0.0009470096,0.0009470096,0.009290164176
14.56,0.03948531,0.03948531,0.38735089110000004
14.57,0.07209905,0.07209905,0.7072916805
14.58,0.09255252,0.09255252,0.9079402212000001
14.59,0.09830195,0.09830195,0.9643421295000001
14.6,0.09068615,0.09068615,0.8896311315
14.61,0.07375006,0.07375006,0.7234880886000001
14.620000000000001,0.05250833,0.05250833,0.5151067173
14.63,0.0313227,0.0313227,0.307275687
14.64,0.01286611,0.01286611,0.1262165391
14.65,-0.002079516,-0.002079516,-0.020400051960000002
14.66,-0.01409607,-0.01409607,-0.1382824467
14.67,-0.024415,-0.024415,-0.23951115
14.68,-0.03424577,-0.03424577,-0.33595100370000003
14.69,-0.04372322,-0.04372322,-0.4289247882
14.700000000000001,-0.05135388,-0.05135388,-0.5037815628
14.71,-0.05498293,-0.05498293,-0.5393825433
14.72,-0.05308488,-0.05308488,-0.5207626728
14.73,-0.04547458,-0.04547458,-0.4461056298
14.74,-0.03317443,-0.03317443,-0.3254411583
14.75,-0.01765866,-0.01765866,-0.1732314546
14.76,-0.0002521589,-0.0002521589,-0.002473678809
14.77,0.01756391,0.01756391,0.17230195709999999
14.780000000000001,0.03294698,0.03294698,0.32320987380000005
14.790000000000001,0.04318876,0.04318876,0.4236817356
14.8,0.04761033,0.04761033,0.46705733730000004
14.81,0.04754869,0.04754869,0.4664526489
14.82,0.04535026,0.04535026,0.4448860506000001
14.83,0.04304107,0.04304107,0.4222328967
14.84,0.04153739,0.04153739,0.4074817959
14.85,0.0407169,0.0407169,0.399432789
14.86,0.0398803,0.0398803,0.391225743
14.870000000000001,0.03832516,0.03832516,0.3759698196
14.88,0.0360152,0.0360152,0.353309112
14.89,0.03359578,0.03359578,0.3295746018
14.9,0.03189145,0.03189145,0.3128551245
14.91,0.03147848,0.03147848,0.30880388880000004
14.92,0.03221507,0.03221507,0.3160298367
14.93,0.03300719,0.03300719,0.3238005339
14.94,0.03236008,0.03236008,0.3174523848
14.950000000000001,0.02908395,0.02908395,0.28531354950000004
14.96,0.02268188,0.02268188,0.22250924280000003
14.97,0.01340045,0.01340045,0.1314584145
14.98,0.001937577,0.001937577,0.01900763037
14.99,-0.01118939,-0.01118939,-0.10976791590000001
15.0,-0.02588273,-0.02588273,-0.2539095813
15.01,-0.04182903,-0.04182903,-0.41034278430000004
15.02,-0.05710685,-0.05710685,-0.5602181985
15.030000000000001,-0.06852616,-0.06852616,-0.6722416296000001
15.040000000000001,-0.07324485,-0.07324485,-0.7185319785000001
15.05,-0.06998816,-0.06998816,-0.6865838496
15.06,-0.05940878,-0.05940878,-0.5828001318
15.07,-0.04382505,-0.04382505,-0.4299237405
15.08,-0.02628688,-0.02628688,-0.2578742928
15.09,-0.009304383,-0.009304383,-0.09127599723
15.1,0.005867698,0.005867698,0.05756211738000001
15.11,0.01912175,0.01912175,0.18758436750000002
15.120000000000001,0.03042563,0.03042563,0.2984754303
15.13,0.03904344,0.03904344,0.3830161464
15.14,0.0439758,0.0439758,0.431402598
15.15,0.04462177,0.04462177,0.4377395637
15.16,0.04111183,0.04111183,0.4033070523
15.17,0.03426656,0.03426656,0.33615495360000003
15.18,0.02533967,0.02533967,0.24858216270000003
15.19,0.01565263,0.01565263,0.15355230030000003
15.200000000000001,0.006498364,0.006498364,0.06374895084000001
15.21,-0.0006406992,-0.0006406992,-0.006285259152
15.22,-0.004441111,-0.004441111,-0.04356729891
15.23,-0.004255625,-0.004255625,-0.04174768125
15.24,-0.0003104937,-0.0003104937,-0.003045943197
15.25,0.006231567,0.006231567,0.061131672270000006
15.26,0.01327006,0.01327006,0.1301792886
15.27,0.01849025,0.01849025,0.18138935250000002
15.280000000000001,0.02025103,0.02025103,0.19866260430000002
15.290000000000001,0.01798861,0.01798861,0.1764682641
15.3,0.01200744,0.01200744,0.1177929864
15.31,0.003130313,0.003130313,0.03070837053
15.32,-0.007609628,-0.007609628,-0.07465045068000001
15.33,-0.0191258,-0.0191258,-0.187624098
15.34,-0.02991227,-0.02991227,-0.29343936870000004
15.35,-0.03814518,-0.03814518,-0.3742042158
15.36,-0.04241357,-0.04241357,-0.4160771217
15.370000000000001,-0.04224932,-0.04224932,-0.4144658292
15.38,-0.03817807,-0.03817807,-0.3745268667
15.39,-0.0313945,-0.0313945,-0.307980045
15.4,-0.02329022,-0.02329022,-0.22847705820000003
15.41,-0.01518907,-0.01518907,-0.1490047767
15.42,-0.008825435,-0.008825435,-0.08657751735
15.43,-0.006256613,-0.006256613,-0.06137737353000001
15.44,-0.008765131,-0.008765131,-0.08598593511000001
15.450000000000001,-0.0160351,-0.0160351,-0.15730433100000002
15.46,-0.026434,-0.026434,-0.25931754
15.47,-0.03766356,-0.03766356,-0.3694795236
15.48,-0.04715899,-0.04715899,-0.46262969190000003
15.49,-0.05281111,-0.05281111,-0.5180769891
15.5,-0.05368964,-0.05368964,-0.5266953684
15.51,-0.05020205,-0.05020205,-0.4924821105
15.52,-0.0436986,-0.0436986,-0.428683266
15.530000000000001,-0.03585509,-0.03585509,-0.3517384329
15.540000000000001,-0.02825376,-0.02825376,-0.2771693856
15.55,-0.0222285,-0.0222285,-0.21806158500000003
15.56,-0.01859573,-0.01859573,-0.18242411130000002
15.57,-0.01748836,-0.01748836,-0.17156081160000003
15.58,-0.0184428,-0.0184428,-0.180923868
15.59,-0.02066531,-0.02066531,-0.2027266911
15.6,-0.02332351,-0.02332351,-0.2288036331
15.610000000000001,-0.02565834,-0.02565834,-0.25170831540000005
15.620000000000001,-0.02700872,-0.02700872,-0.26495554320000003
15.63,-0.02688658,-0.02688658,-0.26375734980000004
15.64,-0.0251226,-0.0251226,-0.246452706
15.65,-0.02195323,-0.02195323,-0.2153611863
15.66,-0.01789798,-0.01789798,-0.1755791838
15.67,-0.01353921,-0.01353921,-0.1328196501
15.68,-0.009344854,-0.009344854,-0.09167301774
