time_s,ag_g,ag_m_per_s2,roof_total_m,roof_total_in,base_total_kN,base_total_kip,D_mode_1_m,D_mode_1_in,roof_mode_1_m,roof_mode_1_in,base_mode_1_kN,base_mode_1_kip,D_mode_2_m,D_mode_2_in,roof_mode_2_m,roof_mode_2_in,base_mode_2_kN,base_mode_2_kip,D_mode_3_m,D_mode_3_in,roof_mode_3_m,roof_mode_3_in,base_mode_3_kN,base_mode_3_kip,D_mode_4_m,D_mode_4_in,roof_mode_4_m,roof_mode_4_in,base_mode_4_kN,base_mode_4_kip,D_mode_5_m,D_mode_5_in,roof_mode_5_m,roof_mode_5_in,base_mode_5_kN,base_mode_5_kip
0.24,0.002582728,0.02533656168,4.0716842358380376e-05,0.001603025289700015,-0.29987243624394994,-0.0674140054567377,1.8640840800587582e-05,0.0007338913701018734,2.333277210277853e-05,0.0009186130749125406,0.23261044581116908,0.0522929084767614,-4.86075645006555e-05,-0.0019136836417580907,1.760315201714639e-05,0.0006930374809900154,-0.5122539525459521,-0.11515926967050474,-1.6338360447575607e-06,-6.432425373061263e-05,-2.5909119582616096e-07,-1.0200440780557518e-05,-0.01188541353207389,-0.0026719472544485283,-1.384482857721914e-06,-5.450719912291e-05,8.746124485063169e-08,3.4433560964815627e-06,-0.005154128552040912,-0.0011586941923843587,-3.154882600040422e-06,-0.00012420797637954418,-4.7451810569012824e-08,-1.868181518465072e-06,-0.003189387425052145,-0.0007170028161614799
0.26,-0.0006207787,-0.006089839047000001,-2.9138401293593386e-06,-0.00011471811532910783,-0.6568446710012575,-0.14766455626846978,-1.5047612793459066e-05,-0.0005924257005298845,-1.883512250099619e-05,-0.0007415402559447318,-0.18777221251575912,-0.04221287263916204,-4.272240869204198e-05,-0.0016819845941748813,1.547185222033763e-05,0.0006091280401707729,-0.45023285860139967,-0.10121637309094206,1.1201369240072815e-06,4.409987889792447e-05,1.7762958288336e-07,6.993290664699213e-06,0.008148486255453667,0.0018318525829510565,-5.679227140324418e-06,-0.00022359161969781176,3.5877098276216865e-07,1.4124841841030263e-05,-0.02114252740235169,-0.0047530292397793515,-5.782317758780058e-06,-0.00022765030546378182,-8.697041434630707e-08,-3.4240320608782313e-06,-0.005845558737200722,-0.0013141338815373727
0.28,-0.0001094474,-0.001073678994,-5.2066027280515784e-05,-0.002049843593721094,-0.8405370507883523,-0.18896024602387718,-4.844420821872182e-05,-0.0019072522920756622,-6.0637697739007416e-05,-0.0023873109346065915,-0.6045129075063386,-0.13589990782663303,-2.2239671165028734e-05,-0.0008755776049223911,8.054061468643805e-06,0.000317089034198575,-0.23437420851346244,-0.05268941810574266,1.8389702556988484e-06,7.24004037676712e-05,2.9162106208059333e-07,1.1481144176401313e-05,0.013377671543173566,0.0030074202007559225,-3.7919067153931207e-06,-0.00014928766596035908,2.3954423114451174e-07,9.43087524190991e-06,-0.014116443955573297,-0.0031735028459787297,-9.013048213129596e-07,-3.548444178397479e-05,-1.3556303377289708e-08,-5.337127313893586e-07,-0.0009111623561515706,-0.0002048374462786766
0.3,0.002047142,0.02008246302,-0.00010160489217491333,-0.004000192605311549,-0.9403491249003274,-0.21139889291358027,-7.98988648674709e-05,-0.0031456246010815314,-0.00010000954491090512,-0.00393738365790965,-0.9970210451045174,-0.22413924739811536,4.355841497954103e-06,0.00017148982275409856,-1.577461056499687e-06,-6.210476600392469e-05,0.04590431647651426,0.010319700870799798,1.2110156528461697e-07,4.767778160811692e-06,1.920409913019586e-08,7.560668948896008e-07,0.0008809587641351707,0.00019804740867965487,1.553507531795484e-06,6.116171385021591e-05,-9.813895625925937e-08,-3.8637384354039125e-06,0.005783370650477193,0.0013001534434876631,4.058882477491673e-06,0.00015979852273589263,6.104864962054455e-08,2.403490142541124e-06,0.004103274313063369,0.0009224527615679666
0.32,0.0008061102,0.007907941062,-0.00014885558872209807,-0.005860456248901499,-1.1716912860677002,-0.26340667966002024,-0.00011134977421877106,-0.0043838493786917745,-0.000139376701584219,-0.005487271715914134,-1.3894824219079713,-0.3123680747247571,2.3670594331510227e-05,0.000931913162657883,-8.572268012896614e-06,-0.00033749086664947297,0.24945408456464435,0.05607950910288351,-5.129985252609898e-06,-0.00020196792333109835,-8.135051359247584e-07,-3.2027761256880256e-05,-0.03731830763334432,-0.008389489297321997,1.4950601675654215e-06,5.886063651832368e-05,-9.444669007821698e-08,-3.718373625126653e-06,0.005565783825844796,0.0012512379794096316,8.860600281192581e-08,3.4884253075561347e-06,1.33270102052452e-09,5.246854411513858e-08,8.957508312634846e-05,2.013727976570311e-05
0.34,0.001112416,0.01091280096,-0.00018863166723170725,-0.007426443591799499,-1.545444784009632,-0.3474298085121657,-0.00014124058387876418,-0.005560652908612763,-0.0001767910788231559,-0.006960278693825036,-1.7624760349669184,-0.39622037465948134,2.890690488181993e-05,0.0011380671213314934,-1.0468589533487224e-05,-0.00041214919423178045,0.304637280919155,0.06848518515220484,-9.395568914672881e-06,-0.00036990428797924733,-1.4899348030548078e-06,-5.865885051396881e-05,-0.06834848715591668,-0.015365351159985767,-3.4113500590104514e-06,-0.00013430512043348234,2.155035153510427e-07,8.484390368151287e-06,-0.012699714295548059,-0.0028550093484504438,-6.486881743814158e-06,-0.00025538904503205346,-9.75675873603389e-08,-3.841243596863736e-06,-0.006557828510403565,-0.0014742584964529742
0.36,0.001541121,0.01511839701,-0.0002182486332172042,-0.008592465874693079,-1.9933556416323972,-0.4481241750172245,-0.0001679522373370984,-0.006612292808547181,-0.00021022610084276685,-0.008276618143416018,-2.0957984256125552,-0.4711542290119958,1.908329569680925e-05,0.0007513108542050885,-6.910985123201525e-06,-0.000272086028472501,0.20111054212892868,0.04521144842221426,-9.169299126822785e-06,-0.0003609960286150703,-1.4540532896670235e-06,-5.724619250657573e-05,-0.06670247744334966,-0.014995313456171716,-6.9001795082420196e-06,-0.0002716606105607094,4.3590159756595904e-07,1.7161480219132245e-05,-0.025687867508996817,-0.005774862345182968,-6.209500141344246e-06,-0.000244468509501742,-9.339555913476789e-08,-3.6769905171168464e-06,-0.006277413196424206,-0.001411218626088301
0.38,0.002519604,0.02471731524,-0.00024023699587888013,-0.0094581494440504,-2.5055509250534156,-0.5632702553437603,-0.00019230076036442977,-0.007570896077339755,-0.0002407031884866928,-0.009476503483728064,-2.399632402675035,-0.5394588242731936,-3.103441268844042e-06,-0.00012218272711984418,1.1239063095006668e-06,4.4248279901601056e-05,-0.03270581591139269,-0.007352559908253885,-6.580953070683129e-06,-0.000259092640578076,-1.0435973708807159e-06,-4.1086510664595116e-05,-0.047873438054702046,-0.010762377011627028,-6.434556086720067e-06,-0.00025332897979212865,4.0648700145826193e-07,1.600342525426228e-05,-0.023954452784516845,-0.005385175213019149,-1.3698338100901828e-06,-5.3930464964180426e-05,-2.060333226554789e-08,-8.111548136042476e-07,-0.0013848156277691348,-0.0003113189376667413
0.4,0.002561725,0.025130522250000002,-0.0002592102099599795,-0.010205126376377145,-3.0714001500129853,-0.6904782215607115,-0.00021547358880255997,-0.008483212157581101,-0.000269708657215691,-0.010618451071483898,-2.6887954297810492,-0.6044652587804096,-3.072818985284088e-05,-0.0012097712540488537,1.1128164983127238e-05,0.0004381167316191826,-0.3238310100167205,-0.0728001071047707,-5.708478898762276e-06,-0.00022474326373079828,-9.052417646032476e-07,-3.563943955130896e-05,-0.04152658558893226,-0.009335547816787531,-4.488246539395592e-06,-0.0001767026196612438,2.83533759441408e-07,1.1162746434701103e-05,-0.01670876566529805,-0.003756279949716386,-5.325346507755474e-07,-2.0965931132895566e-05,-8.00972225391617e-09,-3.1534339582347124e-07,-0.0005383589609852059,-0.0001210279090273424
0.42,0.002299885,0.02256187185,-0.0002783709840380416,-0.01095948756055282,-3.602262692079398,-0.8098208685738874,-0.00023713065923598237,-0.009335852725826078,-0.00029681684907476957,-0.011685702719479118,-2.9590440125769217,-0.6652195570529442,-5.382593680426044e-05,-0.0021191313702464743,1.9492977230281382e-05,0.0007674400484362749,-0.5672481055309655,-0.1275224470797294,-7.716984707078058e-06,-0.00030381829555425427,-1.2237475126983965e-06,-4.8179035933007736e-05,-0.05613755110778129,-0.012620223532746295,-3.9786687128187096e-06,-0.0001566405005046736,2.5134245363208365e-07,9.895372190239514e-06,-0.014811718250952666,-0.0033298067254873614,-4.966980940577493e-06,-0.00019555043073139736,-7.470713448708376e-08,-2.9412257672080223e-06,-0.005021304612776577,-0.0011288341829800033
0.44,0.001178184,0.011557985040000001,-0.00029749081701487733,-0.011712236890349502,-3.9313014084091362,-0.8837917146308613,-0.00025470960933609893,-0.010027937375436967,-0.0003188204507835083,-0.012551986251319225,-3.1784036146154477,-0.7145335573459983,-6.262775459511644e-05,-0.0024656596297289936,2.2680541515621623e-05,0.0008929347053394341,-0.6600066298321462,-0.14837539289136664,-9.569236116947452e-06,-0.00037674157940738003,-1.5174746796889893e-06,-5.9743097625550765e-05,-0.06961183700219693,-0.01564936350369321,-4.32622080324749e-06,-0.000170323653671161,2.73298188446567e-07,1.075977119868374e-05,-0.01610557909047798,-0.0036206782133391515,-7.0961376942774815e-06,-0.000279375499774704,-1.0673125574820825e-07,-4.202017942842845e-06,-0.0071737478688674965,-0.0016127226764639025
0.46,0.00134678,0.0132119118,-0.00031398156981487965,-0.012361479126570065,-3.938600079712624,-0.8854325212126306,-0.0002652007232863872,-0.010440973357731781,-0.000331952195940553,-0.013068984092147757,-3.3093173818182344,-0.7439641429880584,-5.264572999818779e-05,-0.002072666535361724,1.9065567216379376e-05,0.0007506128825346211,-0.5548104200093179,-0.12472634414300124,-8.044848518360361e-06,-0.0003167263196204867,-1.275739649367079e-06,-5.02259704475228e-05,-0.05852261109699841,-0.013156406348151602,-3.5264641117804066e-06,-0.00013883716975513413,2.2277555797613373e-07,8.770691258902902e-06,-0.013128258876518192,-0.0029513500027694476,-2.790884123347657e-06,-0.00010987732769085265,-4.197699931511291e-08,-1.6526377683115318e-06,-0.0028214079115554567,-0.0006342777306499437
