time_s,ag_g,ag_m_per_s2,roof_total_m,roof_total_in,base_total_kN,base_total_kip,D_mode_1_m,D_mode_1_in,roof_mode_1_m,roof_mode_1_in,base_mode_1_kN,base_mode_1_kip,D_mode_2_m,D_mode_2_in,roof_mode_2_m,roof_mode_2_in,base_mode_2_kN,base_mode_2_kip,D_mode_3_m,D_mode_3_in,roof_mode_3_m,roof_mode_3_in,base_mode_3_kN,base_mode_3_kip,D_mode_4_m,D_mode_4_in,roof_mode_4_m,roof_mode_4_in,base_mode_4_kN,base_mode_4_kip,D_mode_5_m,D_mode_5_in,roof_mode_5_m,roof_mode_5_in,base_mode_5_kN,base_mode_5_kip
4.32,0.01973856,0.1936352736,-0.0010005513765357183,-0.039391786477784185,-14.112782372220165,-3.1726796892950406,-0.000852032606972473,-0.03354459082568791,-0.0010664906618374386,-0.04198782133218262,-10.632121516067683,-2.3901960009348673,-0.00022822824187301584,-0.008985363853268341,8.265249406278264e-05,0.003254035199322151,-2.4051980423847263,-0.5407100298540031,-0.00011639056675509755,-0.004582305777759746,-1.845703626151641e-05,-0.000726654970925843,-0.8466883941968953,-0.1903431230341951,-4.341711325485269e-05,-0.0017093351675138853,2.7427676347965323e-06,0.00010798297774789497,-0.16163246935555625,-0.03633642460641895,-6.641556582407959e-05,-0.0026147860560661257,-9.989401343421297e-07,-3.932835174575314e-05,-0.06714195021530386,-0.015094110865555841
4.34,0.01170613,0.1148371353,-0.0013156689632507323,-0.05179799067916269,-16.661129377331225,-3.7455708861653703,-0.0010935984126305602,-0.04305505561537639,-0.0013688589912245214,-0.05389208626868195,-13.64650967312392,-3.067857416614964,-0.00019292814053842666,-0.007595596084190026,6.986861862287934e-05,0.002750733016648793,-2.033185648435795,-0.4570783167503506,-0.00011298656181444404,-0.004448289835214333,-1.791723441695437e-05,-0.0007054029298013531,-0.8219258076970405,-0.18477627213474757,-3.0463960794458045e-05,-0.0011993685352148836,1.924484596760036e-06,7.576711010866284e-05,-0.11341070007708907,-0.025495739620528653,-4.559883535600457e-05,-0.0017952297384253768,-6.858408288958233e-07,-2.7001607436843438e-05,-0.04609754799738056,-0.010363141044779301
4.36,0.008347336,0.08188736616,-0.0016196616411437226,-0.06376620634424106,-18.40530575858768,-4.137677335015112,-0.0013257533450260232,-0.0521950135837017,-0.0016594477145587473,-0.06533258718735226,-16.543463887767942,-3.719118631817339,-0.00013176105639208207,-0.005187443165042602,4.771705658238318e-05,0.0018786242748969756,-1.3885723883072543,-0.3121634910327946,-5.7247958498714287e-05,-0.002253856633807649,-9.078292815016978e-06,-0.0003574131029534243,-0.4164528398106113,-0.09362232276869657,-1.6806903474546924e-05,-0.0006616891131711387,1.0617341282123224e-06,4.1800556228831596e-05,-0.06256844610708595,-0.014065946240725189,5.689576731699461e-06,0.00022399908392517565,8.557551944627252e-08,3.3691149388296267e-06,0.0057518034052104015,0.0012930568444426663
4.38,0.002213127,0.02171077587,-0.00187728083051011,-0.07390869411457127,-19.337627959485747,-4.347271703627402,-0.001517336806138777,-0.05973766953302272,-0.001899253058353353,-0.07477374245485642,-18.934145444260807,-4.256565225820471,-5.112865310143485e-05,-0.002012939098481687,1.851616023601354e-05,0.0007289826864572261,-0.5388226073167615,-0.12113214086911148,1.7414476230713094e-05,0.0006856093004217753,2.7615607366351276e-06,0.00010872286364705228,0.12668238781401672,0.028479333713816744,-4.771393378753415e-06,-0.000187850133021788,3.0142085346184633e-07,1.186696273471836e-05,-0.017762859763332323,-0.003993249729823113,2.613472954771934e-05,0.0010289263601464308,3.930860171325776e-07,1.5475827446164473e-05,0.026420564041136373,0.005939579078186084
4.4,-0.0008090639,-0.007936916859,-0.0020576907478148873,-0.08101144676436564,-19.657714057656392,-4.419229921058055,-0.001641994959108307,-0.06464547083103571,-0.002055287880232185,-0.08091684567843249,-20.489696980075934,-4.6062671225242005,3.372213594927295e-05,0.0013276431476091713,-1.221241779044337e-05,-0.00048080385001745554,0.3553829039937612,0.07989325504254334,6.330032450898963e-05,0.0024921387601964423,1.0038067666484731e-05,0.00039519951442853275,0.46048104760441405,0.1035202576293958,3.9501966887272885e-06,0.0001555195546743027,-2.4954380465888483e-07,-9.824559238538773e-06,0.014705723097971534,0.003305978067171981,1.3979583091916728e-06,5.503772870833358e-05,2.1026345915467912e-08,8.278088943097604e-07,0.0014132477233941934,0.0003177107270343206
4.42,-0.007227855,-0.07090525755,-0.0021296952995060554,-0.08384627163409668,-19.34703451836224,-4.349386382186632,-0.0016772727193832034,-0.06603435903083478,-0.002099445112708773,-0.08265531939798319,-20.929911862684907,-4.705231365020287,0.00010679424306607562,0.004204497758506914,-3.867536492643771e-05,-0.0015226521624581778,1.1254580162931764,0.25301302714596574,5.957146798804356e-05,0.0023453333853560455,9.446751360190696e-06,0.0003719193448893975,0.4333553137246778,0.09742215006508828,1.1636271233088603e-05,0.0004581209146885277,-7.350923572575885e-07,-2.8940643986519233e-05,0.04331930689300075,0.009738567598427502,-1.904697656609264e-05,-0.0007498809671690016,-2.8648087377802083e-07,-1.1278774558189796e-05,-0.01925529258818709,-0.004328761975826029
4.44,-0.01636699,-0.16056017190000002,-0.0020575082856154926,-0.08100426321320837,-17.90722393660841,-4.025704087038774,-0.0015994423356343237,-0.06297017069426472,-0.002002024689128568,-0.07881986965073103,-19.958702438434546,-4.486894800826085,0.00016292975287389308,0.00641455719975957,-5.9004750339148466e-05,-0.002323021666895609,1.7170457058357942,0.3860072303828413,3.173888680701076e-05,0.0012495624727169592,5.0331036357077095e-06,0.00019815368644518543,0.23088595453589894,0.05190522741578325,2.5746612861736204e-05,0.0010136461756589056,-1.6264779292970012e-06,-6.403456414555123e-05,0.09584903975436049,0.021547721324299916,7.6145219772915726e-06,0.00029978432981462883,1.1452814581290448e-07,4.508982118618287e-06,0.007697801700084109,0.0017305346643870633
4.46,-0.02246652,-0.2203965612,-0.001807439978150989,-0.07115905425791295,-14.64799711918682,-3.293000750891993,-0.0013852702348659273,-0.05453819822306801,-0.0017339451066966,-0.06826555538175591,-17.28614767693039,-3.886080589516237,0.00020859974662010798,0.00821258844961055,-7.554406578923451e-05,-0.0029741758184738,2.198341879581179,0.49420691452047594,2.7046743833263028e-05,0.0010648324343804341,4.289030851932143e-06,0.0001688594823595332,0.196752750183144,0.04423177782063398,4.939289500783742e-05,0.0019446021656628907,-3.1202727141528225e-06,-0.00012284538244696153,0.18387900507973504,0.04133764479020153,5.8536709248030704e-05,0.0023045948522846735,8.804361970665232e-07,3.466284240419383e-05,0.0591769228995116,0.013303501492932258
4.48,-0.01977263,-0.19396950030000001,-0.0013711938849964543,-0.05398401122033285,-9.526105031109061,-2.141553603900463,-0.0010303436270729049,-0.04056470972727972,-0.0012896828686656948,-0.05077491608920059,-12.857182409098773,-2.8904095886296846,0.0002433588713714537,0.009581057928009989,-8.813202742168049e-05,-0.003469764859121279,2.5646531569272097,0.576556965626142,6.135650010049627e-05,0.0024156102401770184,9.729818994845615e-06,0.0003830637399545518,0.4463406098274333,0.10034136075778553,6.63884137687241e-05,0.0026137170775088234,-4.1939221417486835e-06,-0.00016511504495073556,0.24714962487373449,0.05556144595535417,7.214494003317576e-05,0.0028403519698100696,1.085114237823995e-06,4.272103298519665e-05,0.07293398636133203,0.016396212389939754
4.5,-0.01239695,-0.12161407950000001,-0.0007802322587769494,-0.030717805463659424,-3.4337464386172027,-0.7719369077379283,-0.000561482104902376,-0.022105594681195908,-0.0007028081047214656,-0.027669610422104945,-7.0064759488862975,-1.5751184529226698,0.0002490805367266802,0.009806320343570086,-9.020411941135287e-05,-0.0035513432839115303,2.624951296187416,0.5901125265841082,9.90263797420398e-05,0.0038986763677968427,1.5703450311324076e-05,0.0006182460752489794,0.7203718375505505,0.1619460314385356,5.319530063356221e-05,0.0020943031745496933,-3.360480187721797e-06,-0.00013230236959534635,0.19803453419494318,0.04451993432960866,2.9054079034015738e-05,0.0011438613792919582,4.3699523226682906e-07,1.7204536703418466e-05,0.029371842336185092,0.006603052832489103
4.5200000000000005,-0.004254224,-0.04173393744,-9.612529211930263e-05,-0.003784460319657584,2.462400487620559,0.5535696511101896,-2.8625554162084525e-05,-0.0011269903213419106,-3.5830654782407034e-05,-0.0014106557000947652,-0.3572050738732966,-0.08030289512730981,0.00020325438312856722,0.008002141068053827,-7.360825091977675e-05,-0.0028979626346368804,2.14200942177413,0.4815428742186642,9.039490213192608e-05,0.003558854414642759,1.4334683926883745e-05,0.0005643576349166828,0.6575817668343292,0.1478302620036658,1.1123842994761851e-05,0.0004379465745969233,-7.027209838088637e-07,-2.7666180464915895e-05,0.041411648015679765,0.009309708822422191,-2.1165785776465984e-05,-0.0008332986526167711,-3.183493601937205e-07,-1.2533439377705533e-05,-0.02139727513028321,-0.004810298807252689
4.54,-0.00536392,-0.05262005520000001,0.0006169978793082525,0.024291255090876082,7.706244273833533,1.7324326304687125,0.0005191579382790082,0.02043928890862237,0.0006498308734459355,0.02558389265535179,6.478332214804439,1.4563870182589926,0.000106574953790565,0.0041958643224631895,-3.859594966479688e-05,-0.001519525577354208,1.123147022124157,0.25249349498931895,2.9228502651642777e-05,0.0011507284508520778,4.635010794700611e-06,0.00018248073994884298,0.21262405248847416,0.047799788517511245,-2.304884047016576e-05,-0.0009074346641797544,1.4560528999263526e-06,5.732491731993514e-05,-0.08580581991039635,-0.0192899156858603,-2.181461015302752e-05,-0.0008588429194105324,-3.281081675131312e-07,-1.2917644390280756e-05,-0.022053195673141495,-0.004957755611250048
4.5600000000000005,-0.01030371,-0.10107939510000001,0.0013160141834092436,0.051811582023985975,12.872529166822735,2.8938596770136162,0.0010538109695647723,0.041488620849006785,0.0013190569811361652,0.05193137721008525,13.150020541103236,2.956242219584902,-2.692021339074423e-06,-0.00010598509208954422,9.749112376220783e-07,3.8382332189845604e-05,-0.02837004045451245,-0.006377838810274975,-3.1846646235066266e-05,-0.0012538049698844987,-5.0501919593286925e-06,-0.00019882645509168082,-0.23166985532479942,-0.052081455323630996,-1.0898487605021033e-05,-0.0004290743151583084,6.884847202028537e-07,2.710569764578164e-05,-0.04057269891483596,-0.009121105561747044,2.287108032148916e-05,0.0009004362331294946,3.439982745824125e-07,1.3543239156787893e-05,0.023121220413647243,0.005197857124367488
4.58,-0.008079034,-0.07925532354,0.0019699664489564238,0.07755773421088283,18.558898669263037,4.1722063949316475,0.0015578730127429985,0.06133358317885821,0.0019499922970349919,0.07677135027696819,19.43997805077094,4.370280919475385,-7.536786473831235e-05,-0.002967238769224896,2.72943520998331e-05,0.0010745807913320117,-0.7942691020165914,-0.17855879736110605,-3.712954293461725e-05,-0.0014617930289219391,-5.8879455562729e-06,-0.00023180888016822442,-0.270100524132029,-0.06072101336079929,3.508136415274362e-05,0.0013811560690056544,-2.216177515484682e-06,-8.72510832867985e-05,0.13060028848729782,0.02936011282334671,5.211992264081964e-05,0.002051965458299986,7.839228933565035e-07,3.086310603765762e-05,0.05268995615342102,0.011845173354820668
4.6000000000000005,-0.001273532,-0.012493348920000001,0.0025365565679929046,0.09986443181074428,24.29401412122784,5.461511638242673,0.0020013105557996,0.07879175416533858,0.0025050438231243935,0.09862377256395251,24.973430413958024,5.614250496936069,-9.1777549349529e-05,-0.003613289344469646,3.323709322937023e-05,0.001308546977534261,-0.9672036213343583,-0.2174360238743897,8.5644634927562e-06,0.0003371836020770158,1.3581393892414523e-06,5.347005469454537e-05,0.06230257351609717,0.01400617570454582,5.429527236721189e-05,0.002137609148315429,-3.4299681532743702e-06,-0.0001350381162706445,0.20212948971369218,0.04544051695181894,2.3102593234743345e-05,0.000909550914753675,3.474804031737829e-07,1.3680330833613501e-05,0.023355265374388614,0.005250472524629569
4.62,-0.002155771,-0.02114811351,0.0029701650733187012,0.11693563280782289,29.088544051661902,6.539364844563483,0.002349433247741463,0.09249737195832532,0.002940789588123858,0.11577911764267157,29.317492757274024,6.590834561096191,-6.187849674599154e-05,-0.0024361612892122657,2.2409198979667004e-05,0.0008822519283333466,-0.6521105276794632,-0.14660027851181465,5.331353115115584e-05,0.002098957919336844,8.454377404629926e-06,0.00033284950411928844,0.387831671739508,0.08718802822435265,1.6984912687604572e-05,0.0006686973499056919,-1.0729794154197935e-06,-4.224328407164541e-05,0.06323113569000821,0.014214924785465129,-2.759913472778318e-05,-0.0010865801073930387,-4.1511177403388994e-07,-1.6342983229680708e-05,-0.027900985362176018,-0.006272391030711284
4.64,-0.00510147,-0.0500454207,0.003247392122682537,0.12785008357017863,32.53980737990395,7.315239705744366,0.0025852919490609743,0.10178314760082577,0.003236014325313395,0.12740213879186593,32.26066459427859,7.25248591113402,-1.3240044061526288e-06,-5.2126157722544445e-05,4.794860855980976e-07,1.8877404944806995e-05,-0.013953105801686358,-0.003136782968235549,5.959873023322664e-05,0.002346406702095537,9.45107456491375e-06,0.00037208954979975394,0.43355363414908843,0.09746673427009513,-2.983271098397511e-05,-0.001174516180471461,1.8846069674137196e-06,7.419712470132755e-05,-0.11106069433051448,-0.02496743731236297,-2.907901239419698e-05,-0.0011448430076455504,-4.373702487838158e-07,-1.7219301133221097e-05,-0.029397048391530966,-0.006608719379151121
4.66,0.001413329,0.01386475749,0.0033621138123051675,0.1323666855238255,34.47315294912741,7.749873079808001,0.0027000540558244804,0.10630134078049136,0.0033796622493417585,0.1330575688717228,33.69272793852681,7.5744265580063,6.567945513133207e-05,0.0025858053201311838,-2.3785710001261065e-05,-0.0009364452756401994,0.6921671726966623,0.15560537054225143,2.5560278317625944e-05,0.0010063101699852733,4.053309446937732e-06,0.00015957911208416267,0.18593939016993913,0.041800837784708715,-3.067870527657277e-05,-0.0012078230423847548,1.938050542792378e-06,7.630120247214086e-05,-0.1142101470767305,-0.025675462455582273,1.6349777942275928e-05,0.0006436920449714933,2.4591297493997443e-07,9.681613186613167e-06,0.016528594810729776,0.00371577593032352
4.68,0.004777348,0.04686578388,0.003310773797316725,0.13034542509120967,34.329805675079854,7.717647330633145,0.00267786709756943,0.10542783848698543,0.003351890795996015,0.13196420456677224,33.41586713025584,7.512185772313171,0.00010209622449572663,0.004019536397469553,-3.697398498850409e-05,-0.0014556687003348067,1.0759476446767773,0.24188265283040916,-2.8261820604498265e-05,-0.0011126701025393018,-4.481715849114123e-06,-0.00017644550587063478,-0.20559188061222625,-0.04621889339031644,2.612376925582224e-06,0.00010284948525914269,-1.6503038420168e-07,-6.497259220538583e-06,0.00972531109774179,0.0021863369091992173,3.3491177985502654e-05,0.0013185503143898682,5.037325425297291e-07,1.9831989863375163e-05,0.033857469661716356,0.007611461970680967
4.7,0.01213467,0.1190411127,0.0030921603767445714,0.1217385975096288,31.577814829973285,7.098975177324658,0.0025030685102838644,0.09854600434188443,0.0031330951072901076,0.12335020107441369,31.234636264619333,7.021825566752962,7.830711524597687e-05,0.0030829572931486957,-2.8358796986846427e-05,-0.0011164880703482846,0.8252445830048137,0.1855223625040735,-7.233395687626126e-05,-0.0028477935778055616,-1.147060713101688e-05,-0.0004515987059455465,-0.5261966111251607,-0.11829370400969674,1.4860831244672245e-05,0.0005850720962469388,-9.387958781323264e-07,-3.696046764300498e-05,0.055323642469115815,0.012437249591908185,-1.107195546008668e-05,-0.0004359037582711291,-1.665305495405277e-07,-6.556320848052272e-06,-0.011193048994813768,-0.0025162975145873604
4.72,0.02338634,0.2294199954,0.002695420312153089,0.10611890992728697,25.9054036774557,5.823766421300169,0.002159435332252004,0.08501713906503953,0.002702968874479934,0.10641609742046984,26.946596492562467,6.057835877627334,-1.8584830497236804e-05,-0.0007316862400486931,6.730466745589484e-06,0.00026497900573186945,-0.19585743448383883,-0.0440305028445326,-9.378823621710922e-05,-0.0036924502447680794,-1.4872793603670947e-05,-0.0005855430552626357,-0.6822667277178235,-0.15337966197034186,-2.54714969523695e-05,-0.0010028148406444686,1.6090981692102507e-06,6.335032162245082e-05,-0.09482484306194292,-0.0213174727483513,-6.750550483252951e-05,-0.0026576970406507684,-1.0153336379736375e-06,-3.9973765274552656e-05,-0.06824380984316433,-0.015341818763939395
4.74,0.0298379,0.292709799,0.0020965924582174774,0.08254301016604242,17.30889060483432,3.8911934031013127,0.0016326651716303015,0.0642781563633977,0.0020436097693937085,0.08045707753518538,20.3732748697324,4.580094390944432,-0.00017937888422876752,-0.00706216079640817,6.496177704403426e-05,0.0025575502773241836,-1.890395937204995,-0.42497791268304164,-0.00010417744086552237,-0.004101474049823715,-1.6520297626291218e-05,-0.000650405418357922,-0.7578434625511264,-0.17036998785114377,-9.052471280998659e-05,-0.0035639650712593145,5.718672519452484e-06,0.00022514458738001907,-0.33700381652032824,-0.07576147181250374,-7.828485033963506e-05,-0.0030820807220328767,-1.1774631134268788e-06,-4.6356815489247204e-05,-0.0791410486216261,-0.017791615496430564
4.76,0.02940038,0.2884177278,0.001283144457353636,0.050517498321009296,6.488708231641528,1.4587196396377233,0.0009297938752845146,0.03660605808206751,0.0011638245735079193,0.04581986509873698,11.60246848069257,2.6083386764922007,-0.00036063141731794066,-0.014198087295981916,0.0001306020930367959,0.0051418146864880285,-3.8005374437320874,-0.854394805936286,-0.00011367498602910877,-0.004475393150752314,-1.8026403665353242e-05,-0.0007097009317068206,-0.8269337805000874,-0.18590210920767264,-0.00011790820822006905,-0.004642055441735002,7.448556413333406e-06,0.0002932502524934412,-0.43894661397758367,-0.0986791243654972,-4.683023048060356e-05,-0.0018437098614410851,-7.04361939059266e-07,-2.773078500233331e-05,-0.0473424108412836,-0.010642997345021242
4.78,0.0179897,0.17647895700000002,0.0002822831665863562,0.011113510495525834,-5.065161825594143,-1.1386936766408196,9.463421730413687e-05,0.0037257565867770425,0.00011845381059274133,0.004663535850107927,1.1808967047995205,0.26547614011591103,-0.0004882839711631292,-0.019223778392249185,0.0001768312619696174,0.0069618607074652524,-5.145812113046182,-1.1568245825236,-0.00011035586023433435,-0.004344718906863557,-1.7500061824612932e-05,-0.0006889788119926352,-0.8027886511510033,-0.18047406819769923,-7.526761648194582e-05,-0.002963291987478182,4.754843584905665e-06,0.0001871985663348687,-0.28020496533412714,-0.06299258210805614,-1.70661490714658e-05,-0.000671895632734874,-2.566877362952756e-07,-1.0105816389577779e-05,-0.01725280086235252,-0.0038785839273752444
4.8,0.007838707,0.07689771567,-0.000832594995675026,-0.03277933053838685,-15.626439458771605,-3.512963339138057,-0.0007970638293995724,-0.03138046572439262,-0.0009976861495518993,-0.03927898226582281,-9.946191520006327,-2.2359928034799252,-0.0004888474546128541,-0.019245962780033626,0.00017703532660290138,0.006969894748145724,-5.151750419712665,-1.1581595669690943,-7.299898885237613e-05,-0.0028739759390699264,-1.1576066874365733e-05,-0.0004557506643451076,-0.5310344160404944,-0.1193812858196355,3.4231550979546758e-06,0.00013476988574624707,-2.1624926918671744e-07,-8.513750755382578e-06,0.012743661887922367,0.0028648891602438887,-1.0096341614977569e-05,-0.00039749376436919566,-1.5185658247562626e-07,-5.978605609276624e-06,-0.010206764900040194,-0.0022945720296452584
4.82,-0.004403278,-0.04319615718,-0.0019593259086069185,-0.07713881529948498,-24.01256450102805,-5.398239246589743,-0.0016583360878308004,-0.06528882235554333,-0.0020757420988193683,-0.08172212987477828,-20.693610380649424,-4.652108678590995,-0.0003315489149421002,-0.01305310688748426,0.00012006991115070211,0.004727161856326855,-3.494049617300248,-0.7854936016032168,-1.5921169104977313e-06,-6.268176812983195e-05,-2.524754399681029e-07,-9.939977951500114e-06,-0.011581925820152487,-0.0026037205026877286,5.2113941238832135e-05,0.002051729970032761,-3.292168010170073e-06,-0.00012961291378622334,0.19400886836577808,0.04361492864928143,-7.25212937463087e-06,-0.00028551690451302636,-1.0907748811399458e-07,-4.294389295826558e-06,-0.007331445623999644,-0.0016481745421243576
4.84,-0.007076644,-0.06942187764,-0.002991274186979187,-0.11776670027477114,-29.964531587483165,-6.7362946766599805,-0.002411976135962271,-0.0949596903922154,-0.003019074627576567,-0.11886120581010108,-30.097936583118067,-6.766285312732885,-5.220691133117401e-05,-0.0020553902098887408,1.8906649735473687e-05,0.0007443562887981767,-0.5501859011934097,-0.12368671095565219,7.150674090645085e-05,0.0028152260199390097,1.133942850050963e-05,0.00044643419293345003,0.5201789914790038,0.11694088929706817,4.1134260050453335e-05,0.0016194590571044622,-2.5985540882333397e-06,-0.00010230527906430472,0.15313390339983668,0.034425870976050446,1.0166807976624121e-05,0.0004002680305757528,1.5291644963020657e-07,6.0203326626065585e-06,0.010278001949470119,0.0023105867554371416
4.86,-0.005162052,-0.050639730120000004,-0.003840458147646955,-0.15119913967113996,-34.15331720139427,-7.677971143394609,-0.0030084603863283453,-0.11844332229639155,-0.0037656949772471465,-0.14825570776563568,-37.541188144636685,-8.439594829503156,0.0002510911808259412,0.009885479560076425,-9.09322709674999e-05,-0.0035800106680118076,2.646140598667193,0.5948760712796068,9.89866998671823e-05,0.0038971141679993034,1.5697157938071542e-05,0.0006179983440185646,0.7200831845225459,0.16188113965638737,-1.264129930076149e-06,-4.976889488488776e-05,7.985824939669239e-08,3.144025566798913e-06,-0.004706080779371886,-0.0010579690461524555,2.6068134683994655e-05,0.0010263045151178997,3.920843802227628e-07,1.5436392922156016e-05,0.026353240832046484,0.005924444218704505
4.88,-0.0128732,-0.126286092,-0.00443322386386868,-0.1745363725932551,-37.2388658456511,-8.37163007299273,-0.003415771580632759,-0.1344791960879039,-0.004275527091221097,-0.16832783823705108,-42.623836481402854,-9.58221963023906,0.0004690598396011311,0.01846692281894217,-0.00016986927336229041,-0.00668776666780671,4.9432173630713265,1.1112794709042029,6.717369480722689e-05,0.0026446336538278304,1.065230074431889e-05,0.0004193819190676729,0.4886580534338046,0.10985470052961546,-1.8708227460826126e-05,-0.0007365443882215011,1.1818455198246161e-06,4.6529351174197484e-05,-0.06964666176696538,-0.015657192422254503,2.2495844856732423e-05,0.0008856631833359221,3.383544505643067e-07,1.3321041360799476e-05,0.022741881013596858,0.005112578234766083
4.9,-0.01199288,-0.1176501528,-0.0047059821776526175,-0.18527488888396132,-39.166114380907885,-8.804892779294274,-0.0036060247488649425,-0.1419694783017694,-0.0045136673051567894,-0.17770343721089724,-44.99791792723981,-10.115934370910297,0.0005358547442850115,0.02109664347578786,-0.0001940589416412945,-0.00764011581264939,5.6471397727980355,1.2695275238590658,1.5729802647254736e-05,0.0006192835687895566,2.494407802461896e-06,9.820503159298803e-05,0.11442715432825132,0.025724247626441644,1.5142701050258435e-05,0.0005961693326873399,-9.566022987354232e-07,-3.766150782422926e-05,0.05637298244817521,0.012673150603552799,1.3713651102979868e-05,0.0005399075237393649,2.0626364174051892e-07,8.120615816555864e-06,0.013863636757461616,0.0031166695269632433
4.92,-0.004564177,-0.04477457637,-0.004638770954614536,-0.18262877774072978,-39.93213181085434,-8.977100348116492,-0.003576076505908246,-0.1407904136184349,-0.004476181038562784,-0.17622759994341672,-44.62420763058845,-10.031920954094627,0.0004338608678468017,0.01708113652940164,-0.00015712202183870613,-0.006185906371602603,4.572270729724465,1.0278873503150991,-1.3489159268365441e-05,-0.0005310692625340725,-2.1390900370599574e-06,-8.42161431913369e-05,-0.09812749364843429,-0.02205993813612807,5.542512027083962e-05,0.0021820913492456542,-3.5013434712077082e-06,-0.0001378481681577838,0.20633566771515427,0.04638610338281689,1.1471453118271195e-05,0.00045163201253036204,1.725392952221239e-07,6.792885638666295e-06,0.011596915942932582,0.0026070904163468566
4.94,-0.007274267,-0.07136055927,-0.0042629751978707255,-0.1678336692075089,-39.51052508191059,-8.882319384978922,-0.003344688495810473,-0.1316806494413572,-0.004186552273171656,-0.16482489264455338,-41.73682348520668,-9.38281117604849,0.00019972383519692484,0.007863143117989167,-7.232966861303137e-05,-0.0028476247485445423,2.1048025147584055,0.47317842877644994,-8.402295818866095e-06,-0.0003307990479868542,-1.332423090052589e-06,-5.245760197057437e-05,-0.061122877504430094,-0.013740969490984,4.6203041614130515e-05,0.0018190173863830911,-2.9187616971340364e-06,-0.0001149118778399227,0.1720038746932296,0.03866800927883999,1.0500052691891475e-05,0.0004133879012555699,1.579287011484686e-07,6.217665399546009e-06,0.010614891348880787,0.00238632250526015
4.96,-0.01673676,-0.1641876156,-0.003627512435778426,-0.1428154502274971,-36.86590066797027,-8.28778416558531,-0.0029204362137901234,-0.11497780369252456,-0.0036555149709190386,-0.14391791224090703,-36.44277513659095,-8.192661762077421,-6.490039030331983e-05,-0.002555133476508655,2.3503572915406324e-05,0.0009253375163545797,-0.6839569477751191,-0.15375963855502842,2.9766030915439495e-05,0.0011718909809228148,4.720251196333517e-06,0.0001858366612729731,0.2165343259341489,0.04867885295806425,7.4252799390629795e-06,0.00029233385586862124,-4.6907350510894777e-07,-1.8467460831060938e-05,0.027642702202751404,0.006214326666620583,1.647421047677706e-05,0.0006485909636526402,2.4778453398172584e-07,9.755296613453773e-06,0.016654388258891744,0.0037440554224536806
4.98,-0.01849927,-0.18147783870000003,-0.002785795158313535,-0.10967697473675335,-30.631068022251092,-6.886138028097608,-0.0023058609589057845,-0.09078192751597577,-0.0028862500801544923,-0.11363189291946821,-28.773774282366997,-6.468601785408556,-0.00023904041658741307,-0.0094110400231265,8.656810590404068e-05,0.003408193145828373,-2.5191428427458447,-0.5663258399948935,8.51310372247786e-05,0.003351615638770811,1.3499948362176224e-05,0.000531494030006938,0.6192895456538967,0.13922182823115242,2.07772043829575e-06,8.180001725573819e-05,-1.312547966711239e-07,-5.167511679965508e-06,0.00773490128422381,0.0017388749826869482,3.444790061027244e-05,0.0013562165594595448,5.181223714118191e-07,2.0398518559520438e-05,0.03482465592362814,0.007828894092001916
5.0,-0.01110319,-0.10892229390000001,-0.0018048202219135348,-0.07105591424856436,-20.783794259782553,-4.672382821143546,-0.001529819362811332,-0.060229108772099686,-0.0019148774957495223,-0.07538887778541427,-19.08990950573891,-4.291582379854281,-0.000257869680397946,-0.01015234962196638,9.338709378448252e-05,0.003676657235609548,-2.7175762534621106,-0.610935445333688,0.00011593508759968661,0.004564373527546717,1.8384807080731733e-05,0.0007238113023910131,0.8433749906674107,0.1895982402886688,3.70898721108947e-05,0.0014602311854682954,-2.3430599866778194e-06,-9.224645616841809e-05,0.13807752676176924,0.031041062857135333,4.1782013773144545e-05,0.0016449611721710451,6.284329574513287e-07,2.4741455017768848e-05,0.04223898198928713,0.009495700898619348
5.0200000000000005,-0.004985192,-0.04890473352000001,-0.0007554480047527115,-0.029742047431209114,-8.766409640967101,-1.9707672861649266,-0.0006521407543326037,-0.025674832847740303,-0.000816285690251541,-0.03213723189966697,-8.137763377720464,-1.8294419841408678,-0.00013972900811637433,-0.005501142051825761,5.0602637600664995e-05,0.0019922298267978345,-1.4725431613010134,-0.33104087176078734,8.502771589256682e-05,0.0033475478697860953,1.3483563824937623e-05,0.0005308489694857332,0.618537929992116,0.13905285830861033,5.567985791477572e-05,0.002192120390345501,-3.5174358852991534e-06,-0.0001384817277676832,0.20728400055767934,0.0465992970868517,1.787942099118529e-05,0.0007039142122513894,2.689199585260274e-07,1.0587399941969583e-05,0.01807496750458134,0.004063414341266542
5.04,0.001562235,0.01532552535,0.0003057178334446073,0.012036135174984539,3.714295453555767,0.8350068352739318,0.00025694425623509927,0.010115915599807058,0.00032161756210387924,0.012662108744247214,3.2062887415240273,0.7208023832545174,4.075493339589503e-05,0.0016045249368462611,-1.475933417743943e-05,-0.0005810761487180878,0.42949849333662277,0.09655510234992422,2.613311437739076e-06,0.00010288627707634158,4.144148904307419e-07,1.6315546867352044e-05,0.019010651175979176,0.004273764398509147,2.058040152357653e-05,0.000810252028487265,-1.3001154378607585e-06,-5.118564715987238e-05,0.07661635860170254,0.017224042601397163,-1.6933589094848906e-05,-0.0006666767360176735,-2.546939344024961e-07,-1.0027320252066777e-05,-0.01711879108256493,-0.0038484573304161706
